,Unnamed: 0,rule_id,rule,len_l,len_r,count_lhs,count_rhs,support,confidence,lift,rpf,conviction,lhs,rhs,itemset
127,127,132,"{('valence', 'valence_4'), ('mode', 1), ((('mode', 1),)",1,1,19930,70774,0.1455,0.7300551931761164,1.0315302133214406,0.1062230306071249,1.0826657580710912,"(('valence', 'valence_4'),)","(('mode', 1),)","['mode,1', 'valence,valence_4']"
129,129,134,"{('year', 'year_1'), ('mode', 1), ((('mode', 1),)",1,1,19914,70774,0.14694,0.7378728532690569,1.0425761625301055,0.1084230370593552,1.114955099194786,"(('year', 'year_1'),)","(('mode', 1),)","['mode,1', 'year,year_1']"
130,130,135,"{('year', 'year_2'), ('mode', 1), ((('mode', 1),)",1,1,20021,70774,0.14581,0.7282853004345438,1.029029446455681,0.1061912796563608,1.0756134997178568,"(('year', 'year_2'),)","(('mode', 1),)","['mode,1', 'year,year_2']"
131,131,136,"{('year', 'year_3'), ('mode', 1), ((('mode', 1),)",1,1,20101,70774,0.14316,0.712203372966519,1.0063065150571102,0.1019590348738868,1.0155087708880304,"(('year', 'year_3'),)","(('mode', 1),)","['mode,1', 'year,year_3']"
133,133,138,"{('year', 'year_0'), ('popularity', 'popularity_0'), ((('popularity', 'popularity_0'),)",1,1,20101,20093,0.1763,0.8770707924978857,4.365056449996943,0.1546275807173772,6.5002452202908,"(('year', 'year_0'),)","(('popularity', 'popularity_0'),)","['popularity,popularity_0', 'year,year_0']"
134,134,139,"{('popularity', 'popularity_0'), ('year', 'year_0'), ((('year', 'year_0'),)",1,1,20093,20101,0.1763,0.8774199970138854,4.365056449996943,0.154689145473548,6.518110409675844,"(('popularity', 'popularity_0'),)","(('year', 'year_0'),)","['year,year_0', 'popularity,popularity_0']"
135,135,140,"{('year', 'year_1'), ('popularity', 'popularity_1'), ((('popularity', 'popularity_1'),)",1,1,19914,20332,0.12448,0.6250878778748619,3.0744042783536387,0.0778109390378628,2.1249779637936226,"(('year', 'year_1'),)","(('popularity', 'popularity_1'),)","['popularity,popularity_1', 'year,year_1']"
136,136,142,"{('year', 'year_4'), ('popularity', 'popularity_4'), ((('popularity', 'popularity_4'),)",1,1,19863,19570,0.12892,0.6490459648592861,3.316535333976935,0.0836750057896591,2.291753099193646,"(('year', 'year_4'),)","(('popularity', 'popularity_4'),)","['year,year_4', 'popularity,popularity_4']"
141,141,150,"{('acousticness', 'acousticness_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14667,91483,0.13895,0.9473648326174404,1.0355638015996858,0.1316363434921933,1.618119645423626,"(('acousticness', 'acousticness_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'acousticness,acousticness_2']"
142,142,153,"{('acousticness', 'acousticness_3'), ('instrumentalness', 'instrumentalness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,8303,91483,0.08031,0.9672407563531252,1.0572901592133244,0.0776791051427195,2.5998767956368454,"(('acousticness', 'acousticness_3'), ('instrumentalness', 'instrumentalness_0'))","(('explicit', 0),)","['acousticness,acousticness_3', 'explicit,0', 'instrumentalness,instrumentalness_0']"
143,143,154,"{('acousticness', 'acousticness_3'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14940,91483,0.14697,0.983734939759036,1.0753199389602834,0.1445795240963855,5.236377455837531,"(('acousticness', 'acousticness_3'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'acousticness,acousticness_3', 'explicit,0']"
144,144,157,"{('acousticness', 'acousticness_3'), ('year', 'year_1'), ('explicit', 0), ((('explicit', 0),)",2,1,8372,91483,0.0837,0.9997611084567606,1.092838132174022,0.0836800047778308,356.520127606675,"(('acousticness', 'acousticness_3'), ('year', 'year_1'))","(('explicit', 0),)","['acousticness,acousticness_3', 'explicit,0', 'year,year_1']"
145,145,158,"{('energy', 'energy_0'), ('explicit', 0), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,19107,19808,0.11819,0.6185691107970901,3.122824670825374,0.073108683205108,2.10239920414784,"(('energy', 'energy_0'), ('explicit', 0))","(('acousticness', 'acousticness_4'),)","['explicit,0', 'acousticness,acousticness_4', 'energy,energy_0']"
146,146,159,"{('acousticness', 'acousticness_4'), ('energy', 'energy_0'), ('explicit', 0), ((('explicit', 0),)",2,1,11827,91483,0.11819,0.9993235816352414,1.092359871927289,0.1181100541134691,125.91301260334605,"(('acousticness', 'acousticness_4'), ('energy', 'energy_0'))","(('explicit', 0),)","['acousticness,acousticness_4', 'explicit,0', 'energy,energy_0']"
147,147,160,"{('energy', 'energy_0'), ('loudness', 'loudness_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,14284,19808,0.08646,0.6052926351162139,3.055798844488156,0.0523336012321478,2.031682378676737,"(('energy', 'energy_0'), ('loudness', 'loudness_0'))","(('acousticness', 'acousticness_4'),)","['loudness,loudness_0', 'acousticness,acousticness_4', 'energy,energy_0']"
148,148,163,"{('acousticness', 'acousticness_4'), ('energy', 'energy_0'), ('mode', 1), ((('mode', 1),)",2,1,11827,70774,0.0843,0.7127758518643781,1.007115398118487,0.060087004312167,1.0175328254240914,"(('acousticness', 'acousticness_4'), ('energy', 'energy_0'))","(('mode', 1),)","['mode,1', 'acousticness,acousticness_4', 'energy,energy_0']"
149,149,164,"{('acousticness', 'acousticness_4'), ('instrumentalness', 'instrumentalness_3'), ('explicit', 0), ((('explicit', 0),)",2,1,9954,91483,0.0995,0.9995981514968856,1.092660004041063,0.0994600160739401,211.94501757483184,"(('acousticness', 'acousticness_4'), ('instrumentalness', 'instrumentalness_3'))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'acousticness,acousticness_4', 'explicit,0']"
150,150,165,"{('acousticness', 'acousticness_4'), ('loudness', 'loudness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,10103,91483,0.10096,0.9993071364941106,1.0923418957556164,0.1008900485004454,122.9244668705812,"(('acousticness', 'acousticness_4'), ('loudness', 'loudness_0'))","(('explicit', 0),)","['loudness,loudness_0', 'acousticness,acousticness_4', 'explicit,0']"
151,151,166,"{('acousticness', 'acousticness_4'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14053,91483,0.14034,0.9986479755212412,1.0916213673810882,0.1401502568846509,62.994374986320885,"(('acousticness', 'acousticness_4'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'acousticness,acousticness_4', 'explicit,0']"
152,152,169,"{('explicit', 0), ('popularity', 'popularity_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,18842,19808,0.13143,0.6975374164101475,3.5214934188719083,0.0916773426387856,2.651303139154965,"(('explicit', 0), ('popularity', 'popularity_0'))","(('acousticness', 'acousticness_4'),)","['explicit,0', 'acousticness,acousticness_4', 'popularity,popularity_0']"
153,153,170,"{('acousticness', 'acousticness_4'), ('popularity', 'popularity_0'), ('explicit', 0), ((('explicit', 0),)",2,1,13144,91483,0.13143,0.99992391965916,1.0930161009795918,0.1314200007608034,1119.4597658205612,"(('acousticness', 'acousticness_4'), ('popularity', 'popularity_0'))","(('explicit', 0),)","['acousticness,acousticness_4', 'explicit,0', 'popularity,popularity_0']"
154,154,174,"{('explicit', 0), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,18855,19808,0.13116,0.6956245027844074,3.511836140874431,0.0912381097852028,2.634640451354566,"(('explicit', 0), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['explicit,0', 'acousticness,acousticness_4', 'year,year_0']"
155,155,175,"{('acousticness', 'acousticness_4'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",2,1,13118,91483,0.13116,0.9998475377344108,1.092932607953839,0.1311400030492453,558.6263659695702,"(('acousticness', 'acousticness_4'), ('year', 'year_0'))","(('explicit', 0),)","['acousticness,acousticness_4', 'explicit,0', 'year,year_0']"
156,156,179,"{('mode', 1), ('popularity', 'popularity_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,14160,19808,0.09301,0.6568502824858757,3.3160858364593886,0.0610936447740113,2.3369391164661333,"(('mode', 1), ('popularity', 'popularity_0'))","(('acousticness', 'acousticness_4'),)","['mode,1', 'acousticness,acousticness_4', 'popularity,popularity_0']"
157,157,182,"{('mode', 1), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,14135,19808,0.09261,0.6551821719136894,3.307664438174926,0.0606764209409267,2.325633805319484,"(('mode', 1), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['mode,1', 'acousticness,acousticness_4', 'year,year_0']"
158,158,185,"{('popularity', 'popularity_0'), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,17630,19808,0.11893,0.6745887691435054,3.405637970231752,0.080228842314237,2.464327968721265,"(('popularity', 'popularity_0'), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['acousticness,acousticness_4', 'year,year_0', 'popularity,popularity_0']"
159,159,189,"{('danceability', 'danceability_0'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14444,91483,0.14172,0.9811686513431184,1.0725147309807488,0.1390512212683467,4.522777259827226,"(('danceability', 'danceability_0'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'danceability,danceability_0', 'explicit,0']"
160,160,192,"{('danceability', 'danceability_0'), ('valence', 'valence_0'), ('explicit', 0), ((('explicit', 0),)",2,1,11198,91483,0.10992,0.9816038578317556,1.072990454873316,0.1078978960528665,4.6297747968727165,"(('danceability', 'danceability_0'), ('valence', 'valence_0'))","(('explicit', 0),)","['danceability,danceability_0', 'explicit,0', 'valence,valence_0']"
161,161,193,"{('danceability', 'danceability_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14605,91483,0.14177,0.9706949674768914,1.0610659548516024,0.1376154255391989,2.906326653161442,"(('danceability', 'danceability_1'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'danceability,danceability_1']"
162,162,196,"{('danceability', 'danceability_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14420,91483,0.13865,0.961511789181692,1.0510278294127784,0.1333136095700416,2.2128853479102584,"(('danceability', 'danceability_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'danceability,danceability_2']"
164,164,200,"{('danceability', 'danceability_3'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14195,91483,0.13063,0.9202536104262063,1.0059285445669757,0.1202127291299753,1.0680107198229576,"(('danceability', 'danceability_3'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'danceability,danceability_3', 'explicit,0']"
167,167,208,"{('duration_ms', 'duration_ms_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14696,91483,0.14039,0.9552939575394666,1.0442311222188456,0.1341137186989656,1.905111555559332,"(('duration_ms', 'duration_ms_1'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'duration_ms,duration_ms_1']"
168,168,211,"{('duration_ms', 'duration_ms_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14127,91483,0.13108,0.9278686203723366,1.0142525063370644,0.1216250187584059,1.1807620935420735,"(('duration_ms', 'duration_ms_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'duration_ms,duration_ms_2']"
170,170,217,"{('duration_ms', 'duration_ms_4'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13159,91483,0.12427,0.9443726726954936,1.0322930737902054,0.117357192035869,1.5310819806728044,"(('duration_ms', 'duration_ms_4'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'duration_ms,duration_ms_4']"
171,171,220,"{('energy', 'energy_0'), ('instrumentalness', 'instrumentalness_3'), ('explicit', 0), ((('explicit', 0),)",2,1,8151,91483,0.08142,0.9988958410011042,1.091892308954783,0.0813300993743099,77.13556014089573,"(('energy', 'energy_0'), ('instrumentalness', 'instrumentalness_3'))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'explicit,0', 'energy,energy_0']"
172,172,221,"{('explicit', 0), ('loudness', 'loudness_0'), ('energy', 'energy_0'), ((('energy', 'energy_0'),)",2,1,18781,19940,0.13503,0.7189713007827059,3.605673524486991,0.0970826947446887,2.8488193532581128,"(('explicit', 0), ('loudness', 'loudness_0'))","(('energy', 'energy_0'),)","['loudness,loudness_0', 'explicit,0', 'energy,energy_0']"
173,173,226,"{('energy', 'energy_0'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14414,91483,0.13882,0.9630914388788676,1.0527545433346828,0.1336963535451644,2.3075946367261824,"(('energy', 'energy_0'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'energy,energy_0']"
174,174,229,"{('energy', 'energy_0'), ('popularity', 'popularity_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9321,91483,0.08539,0.916103422379573,1.001391977066311,0.0782260712369917,1.0151784661605128,"(('energy', 'energy_0'), ('popularity', 'popularity_0'))","(('explicit', 0),)","['explicit,0', 'energy,energy_0', 'popularity,popularity_0']"
175,175,230,"{('energy', 'energy_0'), ('valence', 'valence_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9311,91483,0.09284,0.9971002040597144,1.0899294995351203,0.0925707829449038,29.371022093571035,"(('energy', 'energy_0'), ('valence', 'valence_0'))","(('explicit', 0),)","['explicit,0', 'energy,energy_0', 'valence,valence_0']"
176,176,231,"{('energy', 'energy_0'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9272,91483,0.0849,0.9156600517687662,1.000907328977806,0.0777395383951682,1.009841727156966,"(('energy', 'energy_0'), ('year', 'year_0'))","(('explicit', 0),)","['explicit,0', 'energy,energy_0', 'year,year_0']"
177,177,232,"{('loudness', 'loudness_0'), ('mode', 1), ('energy', 'energy_0'), ((('energy', 'energy_0'),)",2,1,14073,19940,0.10171,0.7227314716123072,3.624530950914279,0.0735090179776877,2.8874535518618307,"(('loudness', 'loudness_0'), ('mode', 1))","(('energy', 'energy_0'),)","['mode,1', 'loudness,loudness_0', 'energy,energy_0']"
178,178,235,"{('energy', 'energy_0'), ('year', 'year_0'), ('popularity', 'popularity_0'), ((('popularity', 'popularity_0'),)",2,1,9272,20093,0.08185,0.8827653149266609,4.3933972772938885,0.0722543410267472,6.815986179210832,"(('energy', 'energy_0'), ('year', 'year_0'))","(('popularity', 'popularity_0'),)","['popularity,popularity_0', 'energy,energy_0', 'year,year_0']"
179,179,236,"{('energy', 'energy_0'), ('popularity', 'popularity_0'), ('year', 'year_0'), ((('year', 'year_0'),)",2,1,9321,20101,0.08185,0.8781246647355434,4.368562085147722,0.0718745038086042,6.555797296561104,"(('energy', 'energy_0'), ('popularity', 'popularity_0'))","(('year', 'year_0'),)","['year,year_0', 'energy,energy_0', 'popularity,popularity_0']"
180,180,237,"{('energy', 'energy_1'), ('loudness', 'loudness_1'), ('explicit', 0), ((('explicit', 0),)",2,1,8252,91483,0.08066,0.9774600096946194,1.0684608175230583,0.0788419243819679,3.77861725171424,"(('energy', 'energy_1'), ('loudness', 'loudness_1'))","(('explicit', 0),)","['explicit,0', 'energy,energy_1', 'loudness,loudness_1']"
181,181,238,"{('energy', 'energy_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14741,91483,0.14269,0.9679804626551796,1.0580987316279302,0.1381211322162675,2.6599384126903565,"(('energy', 'energy_1'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'energy,energy_1']"
182,182,241,"{('energy', 'energy_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14523,91483,0.13599,0.9363767816566824,1.0235527711779044,0.1273378785374922,1.3386622192192723,"(('energy', 'energy_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'energy,energy_2']"
184,184,247,"{('explicit', 0), ('loudness', 'loudness_4'), ('energy', 'energy_4'), ((('energy', 'energy_4'),)",2,1,16212,19988,0.10303,0.6355169010609425,3.1794922006250874,0.0654773063163089,2.1952183794907967,"(('explicit', 0), ('loudness', 'loudness_4'))","(('energy', 'energy_4'),)","['energy,energy_4', 'explicit,0', 'loudness,loudness_4']"
186,186,252,"{('loudness', 'loudness_4'), ('mode', 1), ('energy', 'energy_4'), ((('energy', 'energy_4'),)",2,1,13371,19988,0.08235,0.6158851245232219,3.0812743872484587,0.0507181400044873,2.0830226814929715,"(('loudness', 'loudness_4'), ('mode', 1))","(('energy', 'energy_4'),)","['mode,1', 'loudness,loudness_4', 'energy,energy_4']"
187,187,253,"{('energy', 'energy_4'), ('mode', 1), ('loudness', 'loudness_4'), ((('loudness', 'loudness_4'),)",2,1,13578,19913,0.08235,0.6064958020326999,3.0457279266444037,0.0499449292973928,2.035226058836926,"(('energy', 'energy_4'), ('mode', 1))","(('loudness', 'loudness_4'),)","['energy,energy_4', 'loudness,loudness_4', 'mode,1']"
192,192,261,"{('instrumentalness', 'instrumentalness_0'), ('speechiness', 'speechiness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,8673,91483,0.08571,0.988239363542027,1.0802437212837652,0.0847019958491871,7.241954384220898,"(('instrumentalness', 'instrumentalness_0'), ('speechiness', 'speechiness_0'))","(('explicit', 0),)","['speechiness,speechiness_0', 'explicit,0', 'instrumentalness,instrumentalness_0']"
194,194,263,"{('instrumentalness', 'instrumentalness_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14407,91483,0.13649,0.9473866870271396,1.0355876906388506,0.1293088089123343,1.61879177662014,"(('instrumentalness', 'instrumentalness_1'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'instrumentalness,instrumentalness_1']"
195,195,266,"{('instrumentalness', 'instrumentalness_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13734,91483,0.13278,0.9667977282656182,1.056805885536786,0.1283714023591088,2.5651858437932824,"(('instrumentalness', 'instrumentalness_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'instrumentalness,instrumentalness_2', 'explicit,0']"
196,196,269,"{('instrumentalness', 'instrumentalness_3'), ('loudness', 'loudness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9122,91483,0.09111,0.9987941240955932,1.0917811222801974,0.0910001326463494,70.62909961103342,"(('instrumentalness', 'instrumentalness_3'), ('loudness', 'loudness_0'))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'loudness,loudness_0', 'explicit,0']"
197,197,270,"{('instrumentalness', 'instrumentalness_3'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13565,91483,0.13409,0.9884998157021748,1.0805284213484196,0.1325479402875046,7.405967625243901,"(('instrumentalness', 'instrumentalness_3'), ('mode', 1))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'explicit,0', 'mode,1']"
198,198,273,"{('instrumentalness', 'instrumentalness_3'), ('popularity', 'popularity_0'), ('explicit', 0), ((('explicit', 0),)",2,1,8389,91483,0.08385,0.999523185123376,1.0925780583533289,0.083810019072595,178.62240788417446,"(('instrumentalness', 'instrumentalness_3'), ('popularity', 'popularity_0'))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'explicit,0', 'popularity,popularity_0']"
199,199,274,"{('instrumentalness', 'instrumentalness_3'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",2,1,8333,91483,0.08329,0.999519980799232,1.0925745557089646,0.083250019200768,177.43003286889106,"(('instrumentalness', 'instrumentalness_3'), ('year', 'year_0'))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'explicit,0', 'year,year_0']"
200,200,275,"{('key', 0), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,10164,91483,0.09488,0.93349075167257,1.0203980539253958,0.0885696025186934,1.280573767728178,"(('key', 0), ('mode', 1))","(('explicit', 0),)","['mode,1', 'key,0', 'explicit,0']"
201,201,276,"{('explicit', 0), ('key', 0), ('mode', 1), ((('mode', 1),)",2,1,11782,70774,0.09488,0.8052962145645901,1.1378418834099957,0.0764065048378883,1.501049390721289,"(('explicit', 0), ('key', 0))","(('mode', 1),)","['mode,1', 'explicit,0', 'key,0']"
202,202,278,"{('key', 2), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,8714,91483,0.0816,0.9364241450539362,1.0236045440725996,0.0764122102364012,1.3396595096140924,"(('key', 2), ('mode', 1))","(('explicit', 0),)","['mode,1', 'key,2', 'explicit,0']"
